Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	Filtered on	To keep
SAMBA: Standardized and Automated MetaBarcoding Analyses workflow	WorkflowHub	156	https:/workflowhub.eu/workflows/156?version=1	Cyril Noel, Alexandre Cormier, Laura Leroi, Patrick Durand	16s, 18s, metabarcoding, nextflow, edna	2021-09-10	2025-06-05	1	1	0				AGPL-3.0	10.48546/workflowhub.workflow.156.1	SeBiMER	metap* in tags	True
ORSON: workflow for prOteome and tRanScriptome functiOnal aNnotation	WorkflowHub	136	https:/workflowhub.eu/workflows/136?version=1	Cyril Noel, Alexandre Cormier, Patrick Durand, Laura Leroi, Pierre Cuzin	annotation, genomics, nextflow, proteomics, transcriptomics	2021-07-08	2023-01-16	1	1	0				MIT	10.48546/workflowhub.workflow.136.1	SeBiMER	annot* in tags	True
Workflow 1: AbritAMR	WorkflowHub	634	https:/workflowhub.eu/workflows/634?version=1			2023-10-31	2024-09-09	1	1	1	abritamr			CC-BY-4.0		Seq4AMR	amr in name	True
Workflow 3: AMR - SeqSero2/SISTR	WorkflowHub	407	https:/workflowhub.eu/workflows/407?version=1		bioinformatics, antimicrobial resistance	2022-11-24	2024-09-09	1	1	14	__UNZIP_COLLECTION__, kma_map, srst2, hamronize_tool, sistr_cmd, bbtools_tadpole, shovill, hamronize_summarize, mob_recon, seqsero2, bbtools_bbduk			GPL-3.0		Seq4AMR	antimicrobial in tags	True
Workflow 4: Staramr	WorkflowHub	470	https:/workflowhub.eu/workflows/470?version=1		10.3390/microorganisms10020292, amr, amr-detection, bioinformatics, antimicrobial resistance	2023-05-11	2024-09-09	1	1	10	hamronize_tool, shovill, abricate, tp_find_and_replace, hamronize_summarize, collapse_dataset, staramr_search			GPL-3.0		Seq4AMR	antimicrobial in tags	True
AMR-Pathfinder	WorkflowHub	1189	https:/workflowhub.eu/workflows/1189?version=2	Helena Rasche, Dennis Dollée, Birgit Rijvers	amr, amr-detection, benchamrking	2024-11-14	2024-12-24	2	2	36	, tp_split_on_column, Cut1, tp_text_file_with_recurring_lines, datamash_ops, cat1, staramr_search, addValue, tp_find_and_replace, hamronize_summarize, cast, __MERGE_COLLECTION__, cat_multi_datasets, hamronize_tool, shovill, __APPLY_RULES__, abricate, collapse_dataset, Grep1	Antimicrobial resistance prediction		MIT		Seq4AMR, ErasmusMC Clinical Bioinformatics	amr in tags	True
dna-seq-varlociraptor workflow	WorkflowHub	382	https:/workflowhub.eu/workflows/382?version=1	Johannes Köster		2022-09-02	2023-01-16	1	1	0				MIT		Snakemake-Workflows	ITS in description	True
dna-seq-varlociraptor	WorkflowHub	686	https:/workflowhub.eu/workflows/686?version=2	Felix Mölder, David Lähnemann, Johannes Köster	bioinformatics	2023-12-14	2023-12-14	2	2	0	varlociraptor, BWA, FreeBayes, Delly2, GATK, Variant Effect Predictor (VEP), BCFtools	Annotation, Variant calling, Variant classification, Variant filtering	Bioinformatics, Biomedical science, Molecular genetics	MIT		Snakemake-Workflows	ITS in description	True
Metaenome-Atlas	WorkflowHub	1183	https:/workflowhub.eu/workflows/1183?version=1			2024-10-21	2024-10-21	1	1	0			Metagenomics	BSD-3-Clause		Snakemake-Workflows	edam	True
mvgwas-nf	WorkflowHub	436	https:/workflowhub.eu/workflows/436?version=1	Diego Garrido-Martín, Roderic Guigó	gwas, multivariate, nextflow, non-parametric	2023-02-15	2023-02-15	1	1	0				GPL-3.0		Statistical genetics	ITS in description	True
BVSim: A Benchmarking Variation Simulator Mimicking Human Variation Spectrum	WorkflowHub	1361	https:/workflowhub.eu/workflows/1361?version=1	Yongyi Luo, Zhen Zhang, Jiandong Shi, Jingyu Hao, Sheng Lian, Taobo Hu, Toyotaka Ishibashi, Depeng Wang, Shu Wang, Weichuan Yu, Xiaodan Fan	genomics, python	2025-05-10	2025-05-10	1	1	0		Statistical modelling	Genetic variation	GPL-3.0	10.48546/workflowhub.workflow.1361.1	Structural Variation Analysis	binn* in description	True
Bootstrapping-for-BQSR @ NCI-Gadi	WorkflowHub	153	https:/workflowhub.eu/workflows/153?version=1	Cali Willet, Tracy Chew	alignment, bqsr, bootstrapping, dna, gatk4, genomics, indels, nci, nci-gadi, pbs, snps, wgs, illumina, model, non-model, scalable, variant calling	2021-08-18	2025-07-25	1	1	0		Variant calling, Variant filtering	Genetic variation, Whole genome sequencing	GPL-3.0	10.48546/workflowhub.workflow.153.1	Sydney Informatics Hub	metap* in description	True
Somatic-ShortV @ NCI-Gadi	WorkflowHub	148	https:/workflowhub.eu/workflows/148?version=1	Tracy Chew, Cali Willet, Rosemarie Sadsad	gatk4, gadi, indels, mutect2, nci, nci gadi, nci-gadi, snps, somatic, vcf, cancer, scalable, tumour, variant_calling	2021-08-18	2025-07-25	1	1	0		Genome analysis, Genome comparison, Variant calling	Bioinformatics, Biomedical science, Genetic variation, Whole genome sequencing	GPL-3.0	10.48546/workflowhub.workflow.148.1	Sydney Informatics Hub	metap* in description	True
GermlineShortV_biovalidation	WorkflowHub	339	https:/workflowhub.eu/workflows/339?version=1	Georgina Samaha, Tracy Chew, Cali Willet, Nandan Deshpande		2022-05-05	2023-01-16	1	1	0		Indel detection, SNP detection, Validation	Bioinformatics, Genetic variation, Whole genome sequencing	GPL-3.0	10.48546/workflowhub.workflow.339.1	Sydney Informatics Hub	metap* in description	True
Flashlite-Juicer	WorkflowHub	150	https:/workflowhub.eu/workflows/150?version=1	Tracy Chew, Rosemarie Sadsad	bwa, fastq, flashlite, hi-c, juicer, pbs, tad, map, scalable, topologically associating domains	2021-08-18	2023-01-16	1	1	0			DNA packaging	GPL-3.0	10.48546/workflowhub.workflow.150.1	Sydney Informatics Hub	metap* in description	True
Parabricks-Genomics-nf	WorkflowHub	836	https:/workflowhub.eu/workflows/836?version=1	Georgina Samaha	annotation, bioinformatics, genomics, indels, snps, gpu, mapping, variant calling, whole genome sequencing	2024-04-25	2024-04-25	1	1	0				GPL-3.0	10.48546/workflowhub.workflow.836.1	Sydney Informatics Hub	annot* in tags	True
RNASeq-DE @ NCI-Gadi	WorkflowHub	152	https:/workflowhub.eu/workflows/152?version=1	Tracy Chew, Rosemarie Sadsad	bbduk, de, fastq, fastqc, gadi, htseq, multiqc, nci, nci-gadi, pbs, rnaseq, rseqc, samtools, star, bash, counts, differential expression, differential_expression, expression, illumina, parallel, rna, rna-seq, scalable, workflow	2021-08-18	2023-01-16	1	1	0		Differential gene expression profiling, Expression analysis, Gene expression profiling	Gene expression, Gene transcripts, Transcriptomics	GPL-3.0	10.48546/workflowhub.workflow.152.1	Sydney Informatics Hub	metap* in description	True
IndexReferenceFasta-nf	WorkflowHub	393	https:/workflowhub.eu/workflows/393?version=1	Georgina Samaha	bwa, bioinformatics, gatk, genomics, nextflow, samtools, wgs, index, referencegenome	2022-10-12	2023-01-16	1	1	0				LGPL-3.0	10.48546/workflowhub.workflow.393.1	Sydney Informatics Hub, Australian BioCommons	metap* in description	True
IGVreport-nf	WorkflowHub	440	https:/workflowhub.eu/workflows/440?version=1	Georgina Samaha, Tracy Chew	alignment, genomics, mapping, variant calling	2023-03-21	2023-03-21	1	1	0			Bioinformatics, Genetic variation, Genomics, Mapping, Structural variation	CC-BY-4.0		Sydney Informatics Hub, Australian BioCommons	metap* in description	True
Shotgun-Metagenomics-Analysis	WorkflowHub	327	https:/workflowhub.eu/workflows/327?version=1	Cali Willet, Rosemarie Sadsad, Tracy Chew	assembly, diamond, metagenomics, abricate, antimicrobial resistance, bbmap, braken, humann2, kraken, prokka, shotgun, whole genome sequencing	2022-04-07	2023-01-16	1	1	0			Metagenomic sequencing, Metagenomics	GPL-3.0	10.48546/workflowhub.workflow.327.1	Sydney Informatics Hub, Australian BioCommons	edam	True
GermlineStructuralV-nf	WorkflowHub	431	https:/workflowhub.eu/workflows/431?version=1	Georgina Samaha, Marina Kennerson, Tracy Chew, Sarah Beecroft	annotation, bioinformatics, genomics, nextflow, annotsv, manta, rare diseases, smoove, structural variants, survivor, tiddit, variant_calling	2023-01-31	2023-12-18	1	1	0			Bioinformatics, DNA mutation, Genomics, Structural genomics, Whole genome sequencing	CC-BY-4.0	10.48546/workflowhub.workflow.431.1	Sydney Informatics Hub, Australian BioCommons	annot* in tags	True
reference (and plasmid) preprocessing workflow	WorkflowHub	1818	https:/workflowhub.eu/workflows/1818?version=1	Martijn Melissen	bioinformatics, cwl, genbank, gff3, plasmids	2025-07-22	2025-08-12	1	1	6	Determines relevant final outputs., Merges plasmids when more than one are present., Merges the plasmid(s) with the reference GenBank file., Downloads the associated GenBank file from the supplied accession number., Extracts GFF3 annotation file from the (merged) reference., Extracts FASTA file from input reference file when no plasmids are provided.			Apache-2.0		Systems and Synthetic Biology	plasmid* in tags	True
Long Read WGS pipeline	WorkflowHub	1868	https:/workflowhub.eu/workflows/1868?version=1	Martijn Melissen	annotation, assembly, bioinformatics, cwl, galaxy, genomics, python, workflows, plasmid, plasmids	2025-08-12	2025-08-12	1	1	31	Flye, Filtlong, Minimap2, Clair3, FreeBayes, Bakta, snpEff, Liftoff	Conversion, Generation	Bioinformatics, Genomics, Sequence assembly	CC-BY-4.0		Systems and Synthetic Biology	plasmid* in tags	True
TronFlow BAM preprocessing pipeline	WorkflowHub	419	https:/workflowhub.eu/workflows/419?version=1		bioinformatics, gatk4, sambamba	2023-01-17	2023-01-17	1	1	0				MIT		TRON gGmbH	annot* in description	True
CoVigator pipeline: variant detection pipeline for Sars-CoV-2 (and other viruses...)	WorkflowHub	417	https:/workflowhub.eu/workflows/417?version=1	Pablo Riesgo Ferreiro, Thomas Bukur, Patrick Sorn	bioinformatics, nextflow, sars-cov-2, covid-19, variant calling	2023-01-17	2023-01-17	1	1	0				MIT		TRON gGmbH	binn* in description	True
TronFlow alignment pipeline	WorkflowHub	418	https:/workflowhub.eu/workflows/418?version=1		alignment, bwa, bioinformatics, star, fastp	2023-01-17	2023-01-17	1	1	0				MIT		TRON gGmbH	binn* in description	True
R workflow for RNA-seq analysis in unexplained recurrent pregnancy loss	WorkflowHub	1966	https:/workflowhub.eu/workflows/1966?version=3	Isabella M Brown, Paul Whatmore, Kylie Munyard	bioinformatics, nextflow, r, transcriptomics, workflows, data reproducibility, rna, standardisation	2025-10-10	2025-10-10	3	3	0	nf-core-rnaseq, DESeq2, clusterProfiler, pathview	Differential gene expression profiling, Expression profile clustering, Gene functional annotation, Principal component analysis	Bioinformatics, Biomedical science, RNA-Seq, Reproductive health, Workflows	Apache-2.0		Transcriptomics in unexplained recurrent pregnancy loss	annot* in description	True
sanger-tol/ensemblrepeatdownload v1.0.0 - Gwaihir the Windlord	WorkflowHub	667	https:/workflowhub.eu/workflows/667?version=1	Matthieu Muffato, Priyanka Surana		2023-11-14	2023-11-14	1	1	0				MIT		Tree of Life Genome Analysis	annot* in description	True
sanger-tol/insdcdownload v1.1.0 - Deciduous ent	WorkflowHub	638	https:/workflowhub.eu/workflows/638?version=1	Matthieu Muffato, Priyanka Surana	bioinformatics	2023-11-02	2023-11-14	1	1	0				MIT		Tree of Life Genome Analysis	profil* in description	True
sanger-tol/readmapping v1.1.0 - Hebridean Black	WorkflowHub	665	https:/workflowhub.eu/workflows/665?version=1	 Priyanka Surana		2023-11-14	2023-11-14	1	1	0				MIT		Tree of Life Genome Analysis	profil* in description	True
sanger-tol/insdcdownload v1.0.1 - Hefty mûmakil	WorkflowHub	666	https:/workflowhub.eu/workflows/666?version=1	Matthieu Muffato, Priyanka Surana		2023-11-14	2023-11-14	1	1	0				MIT		Tree of Life Genome Analysis	annot* in description	True
sanger-tol/treeval v1.0 - Ancient Atlantis	WorkflowHub	668	https:/workflowhub.eu/workflows/668?version=1	Damon-Lee Pointon, Will Eagles, Ying Sims, Matthieu Muffato, Priyanka Surana		2023-11-14	2023-11-14	1	1	0				MIT		Tree of Life Genome Assembly	annot* in description	True
sanger-tol/treeval v1.1.0 - Ancient Aurora	WorkflowHub	813	https:/workflowhub.eu/workflows/813?version=1	Damon-Lee Pointon, William Eagles, Ying Sims	bioinformatics, genomics, genome_assembly	2024-04-09	2024-04-09	1	1	0	SAMtools, BEDTools, Minimap2, pyfastaq, Nextflow, BUSCO, seqtk, UCSC Genome Browser Utilities, PretextView, JBrowse 2, Merqury, miniprot, tabix, MUMmer	Genome alignment, Genome assembly, Sequence assembly visualisation		MIT		Tree of Life Genome Assembly	annot* in description	True
sanger-tol/curationpretext	WorkflowHub	1320	https:/workflowhub.eu/workflows/1320?version=1	Damon-Lee Pointon	bioinformatics, genomics	2025-03-12	2025-03-12	1	1	0		Genome visualisation	Bioinformatics, Mapping, Workflows	MIT		Tree of Life Genome Assembly, Tree of Life Genome Analysis	profil* in description	True
sanger-tol/curationpretext	WorkflowHub	1321	https:/workflowhub.eu/workflows/1321?version=1	Damon-Lee Pointon	bioinformatics, genomics	2025-03-12	2025-03-12	1	1	0	Nextflow, PretextView			MIT		Tree of Life Genome Assembly, Tree of Life Genome Analysis	profil* in description	True
OMERO: VAST Data Preparation, Metadata Creation, and ROI Upload with FishInspector Annotations	WorkflowHub	1265	https:/workflowhub.eu/workflows/1265?version=1	Riccardo Massei	knime, omero, rdm, workflows, bioimaging, imaging	2025-01-31	2025-03-03	1	1	0	Konstanz Information Miner (KNIME)		Bioimaging, Imaging, Workflows	MIT		UFZ - Image Data Management and Processing Workflows	metap* in name	True
OMERO Image Import and Annotation Workflow	WorkflowHub	1257	https:/workflowhub.eu/workflows/1257?version=1	Riccardo Massei	omero, rdm, workflows, bioimaging, imaging	2025-01-28	2025-03-03	1	1	0	Konstanz Information Miner (KNIME)		Bioimaging, Imaging	CC-BY-4.0		UFZ - Image Data Management and Processing Workflows	annot* in name	True
OMERO Image Import, Annotation and Region of Interests (ROIs) Workflow	WorkflowHub	1258	https:/workflowhub.eu/workflows/1258?version=1	Riccardo Massei, Matthias Bernt	fair, fair workflows, omero, rdm, workflows, bioimaging, imaging	2025-01-28	2025-03-03	1	1	7	tp_replace_in_line, Convert characters1, omero_roi_import, omero_import, param_value_from_file, split_file_to_collection, omero_metadata_import			MIT	10.48546/workflowhub.workflow.1258.1	UFZ - Image Data Management and Processing Workflows	annot* in name	True
OMERO Nuclei Cell Counting, Image Import, Annotation and Region of Interests (ROIs) Workflow	WorkflowHub	1259	https:/workflowhub.eu/workflows/1259?version=1	Riccardo Massei	fair, fair workflows, omero, rdm, workflows, bioimaging, imaging	2025-01-28	2025-03-03	1	1	20	tp_awk_tool, ip_threshold, ip_convertimage, Convert characters1, omero_roi_import, tp_replace_in_column, omero_import, collection_element_identifiers, ip_filter_standard, tp_find_and_replace, imagej2_analyze_particles_binary, ip_histogram_equalization, ip_2d_feature_extraction, omero_filter, param_value_from_file, ip_binary_to_labelimage, split_file_to_collection, omero_metadata_import		Bioimaging, Imaging	MIT	10.48546/workflowhub.workflow.1259.1	UFZ - Image Data Management and Processing Workflows	annot* in name	True
Quality assessment, amplicon classification and functional prediction	WorkflowHub	154	https:/workflowhub.eu/workflows/154?version=2	Bart Nijsse, Jasper Koehorst	amplicon, cwl, classification	2021-09-30	2025-09-11	2	2	10				AFL-3.0	10.48546/workflowhub.workflow.154.2	UNLOCK	amplicon in tags	True
SAPP conversion Workflow	WorkflowHub	1174	https:/workflowhub.eu/workflows/1174?version=1	Bart Nijsse, Jasper Koehorst	annotation, bioinformatics, rdf, semantic web standards	2024-10-01	2024-10-03	1	1	7		Annotation, Genome annotation	Bioinformatics	Apache-2.0		UNLOCK	annot* in tags	True
Longread 16S classification workflow	WorkflowHub	1952	https:/workflowhub.eu/workflows/1952?version=1	Bart Nijsse, Jasper Koehorst	amplicon, bioinformatics, long-reads, oxford-nanopore, pacbio	2025-09-10	2025-09-10	1	1	4	NanoPlot, fastplong		Bioinformatics, Workflows	Apache-2.0		UNLOCK	amplicon in tags	True
Nanopore Assembly Workflow - Deprecated -	WorkflowHub	254	https:/workflowhub.eu/workflows/254?version=3	Bart Nijsse, Jasper Koehorst, Germán Royval	genomics, metagenomics, nanopore	2022-04-20	2023-02-02	3	3	22	Quality and filtering workflow for illumina reads, evaluation of polished assembly with metaQUAST, Preparation of Flye output files to a specific output folder, Illumina reads assembly polishing with Pilon, Binning workflow to create bins, Preparation of pilon output files to a specific output folder, Preparation of Medaka output files to a specific output folder, Sam file conversion to a sorted bam file, Illumina read mapping on pilon assembly for binning, Preparation of Kraken2 output files to a specific output folder, Medaka for polishing of assembled genome, Preparation of metaQUAST output files to a specific output folder, Taxonomic classification of Nanopore reads, Preparation of quast output files to a specific output folder, Preparation of QUAST output files to a specific output folder, De novo assembly of single-molecule reads with Flye, Taxonomic classification of FASTQ reads, Illumina evaluation of pilon polished assembly with metaQUAST, Compress large kraken2 report file, Visualization of kraken2 with Krona, Quality and filtering workflow for nanopore reads	Sequence assembly, Sequencing quality control	Bioinformatics, Metagenomic sequencing, Metagenomics, Sequence assembly, Sequencing	Apache-2.0		UNLOCK	edam	True
LongRead Quality Control and Filtering	WorkflowHub	337	https:/workflowhub.eu/workflows/337?version=1	Bart Nijsse, Jasper Koehorst, Germán Royval	assembly, cwl, genomics, nanopore	2022-04-21	2023-04-07	1	1	9	Converts the file array to a single file object, Removal of contaminated reads using minimap2 mapping, Preparation of fastp output files to a specific output folder, Quality assessment and report of reads before filter, Merge fastq files, Prepare BBMap references to a single fasta file and unique headers, Visualization of Kraken2 classification with Krona, Taxonomic classification of FASTQ reads	Sequencing quality control	Metagenomic sequencing, Metagenomics, Sequence analysis, Sequencing	Apache-2.0		UNLOCK	edam	True
Metagenomic Binning from Assembly	WorkflowHub	64	https:/workflowhub.eu/workflows/64?version=12	Jasper Koehorst, Bart Nijsse	metagenomics, binning, metagenome, microbial	2025-10-03	2025-10-03	12	6	31	MetaBAT 2, SemiBin, MaxBin, Binette, BUSCO, CheckM2	Sequence assembly	Metagenomics	Apache-2.0		UNLOCK	edam	True
Indices builder from GBOL RDF (TTL)	WorkflowHub	75	https:/workflowhub.eu/workflows/75?version=1	Bart Nijsse	alignment	2020-11-23	2023-01-16	1	1	5	Creates kallisto index with transcripts fasta file, Convert input RDF (turtle) file to GTF file, Convert input RDF (turtle) file to Genome fasta file., Creates bowtie2 index with genome fasta, Creates STAR index with genome fasta and GTF file			CC0-1.0		UNLOCK	annot* in description	True
NGTax	WorkflowHub	45	https:/workflowhub.eu/workflows/45?version=7	Jasper Koehorst, Bart Nijsse	16s, amplicon, its	2020-10-28	2023-01-16	7	1	5				CC0-1.0		UNLOCK	16S in tags	True
(Hybrid) Metagenomics workflow	WorkflowHub	367	https:/workflowhub.eu/workflows/367?version=3	Bart Nijsse, Jasper Koehorst, Changlin Ke	assembly, metagenomics, binning, illumina	2025-09-09	2025-09-09	3	3	23	SPAdes, Flye, Minimap2, NanoPlot, QUAST, SemiBin, MetaBAT 2, MaxBin, kraken2, BUSCO, CheckM, InterProScan (EBI), eggNOG, kofamscan, KofamKOALA, Sequali, Hostile, Binette	Sequence assembly	Bioinformatics, Metagenomic sequencing, Metagenomics, Sequence assembly	Apache-2.0		UNLOCK	edam	True
Metagenomic GEMs from Assembly	WorkflowHub	372	https:/workflowhub.eu/workflows/372?version=1	Bart Nijsse, Jasper Koehorst	gem, genomics, metagenomics, carveme, memote	2022-07-07	2023-01-16	1	1	11	Take a snapshot of a model's state and generate a report., Preparation of workflow output files to a specific output folder, Compress CarveMe GEM, Species METabolic interaction ANAlysis, Compress prodigal protein files, Genome-scale metabolic models reconstruction with CarveMe, prodigal gene/protein prediction, CarveMe GEM statistics, MEMOTE run analsis	Metabolic pathway prediction	Metagenomics, Sequence analysis	Apache-2.0		UNLOCK	edam	True
Microbial (meta-) genome annotation	WorkflowHub	1170	https:/workflowhub.eu/workflows/1170?version=1	Jasper Koehorst, Bart Nijsse	annotation, bioinformatics, genome, metagenome, microbial	2024-10-01	2025-10-03	1	1	9	KofamScan, eggNOG-mapper, Move all Bakta files to a folder, Bacterial genome annotation tool, Compress files when compression is true, Compress Bakta, Gather files when compression is false, InterProScan 5	Annotation, Gene functional annotation, Genome annotation	Microbiology	Apache-2.0		UNLOCK	metage* in tags	True
RNA sequencing data obtained from organisms with a reference genome and annotation followed by a prediction step of editing sites using RDDpred	WorkflowHub	264	https:/workflowhub.eu/workflows/264?version=1			2022-01-27	2023-01-16	1	1	0				MIT		VIB Bioinformatics Core	annot* in name	True
AmpSeeker	WorkflowHub	1729	https:/workflowhub.eu/workflows/1729?version=1			2025-06-12	2025-06-12	1	1	0				CC-BY-4.0		Vector informatics and genomics group	binn* in description	True
Snakemake workflow for PacBio WGS short and long variant calling, phasing and much more	WorkflowHub	1965	https:/workflowhub.eu/workflows/1965?version=2	daniel rickert	bioinformatics, genomics, snps, snakemake, dna-methylation, structural variants	2025-10-17	2025-10-28	2	2	0	Snakemake, DeepVariant, Sniffles, BCFtools, SAMtools, FastQC, Variant Effect Predictor (VEP), SnpSift, AnnotSV, pbmm2		Genomics, Human genetics	CC-BY-4.0	10.48546/workflowhub.workflow.1965.2	WGGC	annot* in description	True
Deepconsensus for Sequel2/2e subreads	WorkflowHub	1075	https:/workflowhub.eu/workflows/1075?version=1		bioinformatics, genomics	2024-07-12	2024-07-17	1	1	0	MultiQC, fastp, SAMtools		Sequence analysis	MIT		WGGC	metap* in description	True
[DTC-V1] WF5101: Volcanic unrest	WorkflowHub	1728	https:/workflowhub.eu/workflows/1728?version=1		dt-geo, digital twin, geophysics, geology	2025-06-12	2025-10-15	1	1	8				Apache-2.0		WP5 - Volcanoes	ITS in description	True
[DTC-V2] WF5201: Forecast volcanic ash fallout and dispersal in the atmosphere	WorkflowHub	1230	https:/workflowhub.eu/workflows/1230?version=2	Marco Salvi		2025-02-21	2025-10-15	2	2	15	ST520103, ST520113, ST520105, ST520112, ST520111, ST520114, ST520115, ST520108, ST520106, ST520109, ST520104, ST520102, ST520110, ST520107			Apache-2.0		WP5 - Volcanoes	binn* in description	True
[DTC-V4] WF5401: Volcanic gas dispersal and deposition	WorkflowHub	1982	https:/workflowhub.eu/workflows/1982?version=1			2025-10-13	2025-10-15	1	1	5				Apache-2.0		WP5 - Volcanoes	binn* in description	True
[DTC-V3] WF5301: Lava flow	WorkflowHub	1786	https:/workflowhub.eu/workflows/1786?version=1		lava	2025-07-01	2025-07-01	1	1	5				Apache-2.0		WP5 - Volcanoes	metap* in description	True
[DTC-T1] WF6101: Tsunami impact forecasting	WorkflowHub	1231	https:/workflowhub.eu/workflows/1231?version=3	Marco Salvi	dt-geo, digital twin, geophysics	2025-06-30	2025-10-15	3	3	11	SS6113, SS6104, SS6114, SS6101, SS6103, SS6117, SS6118, SS6105, SS6102			CC-BY-NC-ND-4.0		WP6 - Tsunamis	metap* in description	True
[DTC-E2] WF7202: Short-Term Earthquake Forecasting	WorkflowHub	1992	https:/workflowhub.eu/workflows/1992?version=1	Leila Mizrahi, Nicolas Schmid, Johannes Kemper	dt-geo, digital twin, geophysics	2025-10-14	2025-10-14	1	1	8	ETAS forecast process (subworkflow: inversion, update, simulations), HERMES – Harmonize and merge input data, Web service for forecast access, including visualization, Activity monitoring and scheduling (model and forecast update), Visualization of forecast, Forecast database, Prospective testing of forecasts, including CSEP Testing, Ingest real-time input earthquake catalogs			Apache-2.0		WP7 - Earthquakes	metap* in description	True
[DTC-E2] WF7201: AI-based Seismic Catalogue Generation (QuakeFlow)	WorkflowHub	1991	https:/workflowhub.eu/workflows/1991?version=1	Margarita Segou, Johannes Kemper		2025-10-14	2025-10-14	1	1	5	Generate high-resolution event catalog, AI-based picking of seismic phases, Locate events, compute magnitudes and focal mechanisms, Association of picks into seismic events, Waveform ingestion from EPOS/EIDA			Apache-2.0		WP7 - Earthquakes	metap* in description	True
[DTC-E6] WF7601: Synthetic Shaking Workflow	WorkflowHub	1997	https:/workflowhub.eu/workflows/1997?version=1	Maren Böse, Savas Ceylan, Johannes Kemper	dt-geo, digital twin, geophysics	2025-10-14	2025-10-14	1	1	6	Generate ground motion and shaking intensity maps., Finite-source characterization using template matching (FinDer)., ML-based algorithm to estimate peak motions at stations., Seedlink streaming to processing infrastructure., Receive continuous seismic waveform data., Prepare evolutionary shake maps for output using finite fault characterization.			Apache-2.0		WP7 - Earthquakes	metap* in description	True
[DTC-E4] WF7403: Rupture Forecast Workflow	WorkflowHub	1996	https:/workflowhub.eu/workflows/1996?version=1	Mathilde Marchandon, Alice-Agnes Gabriel, Iris Christadler	dt-geo, digital twin, geophysics	2025-10-14	2025-10-14	1	1	2	Catalog Creation Workflow., Rapid Response Workflow.			Apache-2.0		WP7 - Earthquakes	metap* in description	True
[DTC-E4] WF7402: Kinematic Inversion Workflow	WorkflowHub	1995	https:/workflowhub.eu/workflows/1995?version=1	Bertrand Delouis, Jean-Paul Ampuero, Johannes Kemper	dt-geo, digital twin, geophysics	2025-10-14	2025-10-14	1	1	5	Prepare kinematic inversion data., Run kinematic source inversion using HPC., Run kinematically informed dynamic rupture simulation using HPC., Generate kinematic rupture model., Kinematically-informed dynamic rupture model.			Apache-2.0		WP7 - Earthquakes	metap* in description	True
[DTC-E4] WF7401: Dynamic Source Inversion Workflow	WorkflowHub	1994	https:/workflowhub.eu/workflows/1994?version=1	Nico Schliwa, Johannes Kemper	dt-geo, digital twin, geophysics	2025-10-14	2025-10-14	1	1	3	Generate data-driven dynamic rupture model., Prepare dynamic inversion data., Perform dynamic source inversion using HPC.			Apache-2.0		WP7 - Earthquakes	metap* in description	True
[DTC-E3] WF7301: Ground Motion Models	WorkflowHub	1993	https:/workflowhub.eu/workflows/1993?version=1	Graeme Weatherill, Riccardo Zaccarelli, Johannes Kemper	dt-geo, digital twin, geophysics	2025-10-14	2025-10-14	1	1	10	Ground Motion Model (GMM), Simulation Data, Observed Ground Motion Data: Stream2Segment subworkflow, Data Assimilation and Harmonisation, Dynamically Updated GMM Coefficients (includes eGSIM and SDAAS), Anomaly Detection (SDAAS), Simulated Ground Motion Comparison & Validation, GMM Coefficient Set (OpenQuake Engine), Near-Fault Model, Updated Hazard & Risk Products			Apache-2.0		WP7 - Earthquakes	metap* in description	True
[DTC-E1] WF7104: Computational Risk	WorkflowHub	1990	https:/workflowhub.eu/workflows/1990?version=1	Laurentiu Danciu, Nicolas Schmid, Johannes Kemper	dt-geo, digital twin, geophysics	2025-10-14	2025-10-14	1	1	3	E1: Get OQ Input Files, Risk Calculation (OpenQuake), E3: Risk Output – Risk Maps, Risk Curves, etc.			Apache-2.0		WP7 - Earthquakes	metap* in description	True
[DTC-E1] WF7103: Computational Hazard	WorkflowHub	1989	https:/workflowhub.eu/workflows/1989?version=1	Laurentiu Danciu, Nicolas Schmid, Johannes Kemper	dt-geo, digital twin, geophysics	2025-10-14	2025-10-14	1	1	3	Get OQ Input Hazard Files, Hazard Output – Hazard Maps, Curves, UHS, Hazard Calculation (OpenQuake)			Apache-2.0		WP7 - Earthquakes	metap* in description	True
[DTC-E1] WF7102: Seismogenic Source Models	WorkflowHub	1988	https:/workflowhub.eu/workflows/1988?version=1	Laurentiu Danciu, Nicolas Schmid, Johannes Kemper	dt-geo, digital twin, geophysics	2025-10-14	2025-10-14	1	1	5	Data Retrieval and Transformation., Estimation of Activity Rates., Seismogenic Sources Model (SSM). EFEHR static repository., Update of Seismogenic Source Model., Long Term Earthquake Forecasts.			Apache-2.0		WP7 - Earthquakes	metap* in description	True
